Compound_ID,Name,ChineseName,IonMode,Formula,MolecularWeight,m/z,MassError,Adduct,RT (min),Score,Level,Column,ClassI,ClassI_(Chinese),ClassII,ClassII_(Chinese),ClassIII,ClassIII_(Chinese),CAS,HMDB_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),Other_name(KEGG_name),KEGG,KEGG_MapID,Lipidmaps_ID,CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),PubChemID,SMILES,InChIKey,PGF1,PGF2,PGF3,PGFM1,PGFM2,PGFM3,HSF1,HSF2,HSF3,HSM1,HSM2,HSM3,LSF1,LSF2,LSF3,LSM1,LSM2,LSM3,YJF1,YJF2,YJF3,YJM1,YJM2,YJM3,SJF1,SJF2,SJF3,SJM1,SJM2,SJM3,SHTF1,SHTF2,SHTF3,SHTM1,SHTM2,SHTM3,XSF1,XSF2,XSF3,XSM1,XSM2,XSM3,YSF1,YSF2,YSF3,YSM1,YSM2,YSM3,PG.aver,HS.aver,LS.aver,YJ.aver,SJ.aver,SHT.aver,XS.aver,YS.aver,P-value
Com_2577_pos,Solorinine,_,P,C15H23NO5,297.15762,298.16327,5.53206,[M+H]+,4.877,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CN(C)C(CCC1=CC(=C(C(=C1)OC)O)OC)C(=O)OC,CFZNGZOOAKOGEE-UHFFFAOYSA-N,150363.2132,620917.102,261952.1141,241494.4192,289631.6279,112543.5636,673287.4005,1409753.911,931750.0891,639246.3336,359506.6858,297488.1965,793197.0081,1291992.415,4572714.416,2959391.764,234066.9477,1254391.712,3741798.891,1835573.678,3763354.29,2504875.88,1950804.759,806863.902,930755.7773,2459334.247,237573.8516,506671.0986,748941.9272,2617141.601,2267249.204,2118470.822,2837873.581,541756.1416,728529.7642,516028.3643,1761646.606,2342391.435,2341183.818,472179.8423,1938268.366,742258.5237,2450850.64,8935929.413,2425484.718,1023466.424,2011994.865,1057925.777,279483.6733,718505.4361,1850959.044,2433878.567,1250069.751,1501651.313,1599654.765,2984275.306,0.00020832
Com_3461_pos,Lys Asp His,赖氨酸天冬氨酸组氨酸,P,C16H26N6O6,398.19138,399.19838,0.74236,[M+H]+,5.904,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Peptidomimetics,肽模拟物,Hybrid peptides,混合肽,_,_,_,_,_,_,_,_,_,_,_,_,_,C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)N,IBQMEXQYZMVIFU-SRVKXCTJSA-N,2315025.65,2151175.461,2367712.405,1975526.769,2218485.576,2123335.962,977672.9171,1836788.101,2475275.72,2584133.006,1877654.808,2536293.997,2250590.503,905603.6104,1600555.215,1454671.363,1892512.31,1845028.346,2171997.319,4110025.201,1587575.279,2224777.482,1715854.13,2485281.601,1864754.928,3416049.273,1725832.982,1484398.382,2372660.67,2364700.08,1272629.781,1529115.056,1897650.663,1944794.019,2607139.105,2714881.071,2173122.576,1245881.41,1577240.84,3075135.443,1691325.882,2137681.322,1326520.707,1386866.514,1777168.994,2402769.472,2096126.856,1933171.695,2191876.97,2047969.758,1658160.225,2382585.169,2204732.719,1994368.282,1983397.912,1820437.373,0.50019
Com_3775_pos,Tiegusanin M,_,P,C23H26O9,446.15769,447.16224,6.15896,[M+H]+,5.712,_,3,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Tannins,单宁,Hydrolyzable tannins,水解单宁,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3C(=O)C1(C)OO)OCO4)OC)OC)OC)OC,ABISXPCYLBDMKP-QVQLBTGDSA-N,7274275.698,1023058.554,665953.7171,19603313.61,396223.1833,243664.0031,9638315.379,24227703.86,7186440.416,183406.6618,13495704.52,6688705.869,6261598.99,11969194.35,5940240.898,16975627.12,3818556.971,12052689.15,2774139.924,1635948.452,760218.0342,100762.211,113984.2241,319891.8158,264788.9116,19885426.89,3960292.552,953224.9304,1114757.726,610518.1954,60038.57572,232829.958,6083243.323,9715446.458,475080.113,97364.17534,779364.3606,27490784.74,1282624.505,125590.111,1336757.004,8699716.702,391383.8953,975981.9924,2105142.537,2468302.067,1255410.166,11702621.39,4867748.128,10236712.79,9502984.579,950824.1101,4464834.868,2777333.767,6619139.57,3149807.007,0.045358
Com_3984_pos,Artelastochromene,_,P,C30H30O6,486.20424,487.21491,6.91688,[M+H]+,5.752,_,3,C18,Phenylpropanoids and polyketides,苯丙素类和聚酮类,Flavonoids,黄酮类化合物,Pyranoflavonoids,吡喃类黄酮,_,_,_,_,_,_,_,_,LMPK12111533,Polyketides [PK],Flavonoids [PK12],Flavones and Flavonols [PK1211],_,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)C(OC5=C4C=CC(=C5)O)C=C(C)C)O)C=CC(O2)(C)C)C,NECAWZYXMSKYRB-UHFFFAOYSA-N,27001324.35,102623849.3,10068333.55,34467958.62,20647480.4,40243416.92,2098351.671,1260978.987,1314415.888,1813098.923,972153.191,1825124.751,17352073.3,8035894.642,14189635.57,53309265.21,12337266.65,4427611.615,26757856.77,71087620.89,84283992.53,79012773.75,52323718.6,6051468.66,4673436.012,14385111.15,8842750.485,7142130.197,9536704.202,8837420.027,11983256.62,26853673.39,19727076.31,10213212.65,18035112.92,10793227.65,87654169.56,30595998.84,146122547.9,75644487.41,66896832.62,25072670.22,5379061.159,8220959.139,9859100.671,7587132.611,1439794.496,10196421.83,39175393.85,1547353.902,18275291.16,53252905.2,8902925.347,16267593.26,71997784.43,7113744.984,1.18E-10
Com_2779_pos,Leu-Thr-Ser,亮氨酸-苏氨酸-丝氨酸,P,C13H25N3O6,319.17434,320.18135,0.90592,[M+H]+,5.23,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)O)N,ILDSIMPXNFWKLH-KATARQTJSA-N,5001338.172,12551473.67,9608184.393,8294669.213,3394997.223,6298779.626,18853057.39,25071173.02,8120281.4,174340.0831,4698145.235,3321256.406,14941252.43,23470206.84,44591548.18,8382691.959,4835067.384,3459453.354,6821365.714,19718844.72,18173871.21,8764245.564,4550762.779,69748.87456,8277562.55,7315401.441,21533390.45,6336395.541,5522686.507,9778203.601,16748605.24,14858294.21,12054245.12,9502265.595,3462465.32,1642553.322,7314266.857,9734260.351,8738228.207,2442077.832,4582069.385,3172110.012,5099937.133,12644035.31,4392522.994,5691011.345,3220542.294,10403409.57,7524907.049,10039708.92,16613370.02,9683139.81,9793940.016,9711404.801,5997168.774,6908576.442,0.84163
Com_2200_pos,Proacacipetalin,_,P,C11H17NO6,259.10559,260.11219,2.69408,[M+H]+,1.423,_,3,C18,Organic oxygen compounds,有机氧化合物,Organooxygen compounds,有机氧化合物,Carbohydrates and carbohydrate conjugates,碳水化合物和碳水化合物结合物,_,_,_,_,_,"Proacacipetalin; 3-Butenenitrile, 2-(beta-D-glucopyranosyloxy)-3-methyl-, (S)-",C08338,_,_,_,_,_,_,CC(=C)C(C#N)OC1C(C(C(C(O1)CO)O)O)O,KVHIMSJVFJPBKJ-MPVQUNCYSA-N,6358543.094,24308842.91,18121897.27,11151217.79,16729013.54,15938667.35,107989845.7,179351172.3,68975294.77,1404105.955,88875186.42,65559602.58,8056142.355,71027168.63,57816451.6,15192944.32,19543248.91,7295073.994,223894946.2,496221084.2,268435338.6,235008082.1,177280466,21426168.28,7576646.071,34110585.73,87026086.96,116256287.8,347486782.5,158988478.4,135749041.5,96192879.24,50772306.1,155282308.7,166582881.7,263167748.4,160663612.6,34916316.85,92499094.97,323138932.7,142748273.4,36621836.85,171300162,40970610.3,36373220.05,200427694.9,120122872.5,90031844.21,15434696.99,85359201.29,29821838.3,237044347.5,125240811.2,144624527.6,131764677.9,109871067.3,0.0014142
Com_3678_pos,Palau'imide,_,P,C25H36N2O4,428.26751,429.27082,9.28633,[M+H]+,5.578,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CCCCC(C)C(=O)NC(C(C)C)C(=O)N1C(C(=C(C1=O)C)OC)CC2=CC=CC=C2,HMXDFLALTRZBII-JRGCBEDISA-N,16351450.97,35461866.96,27297621.63,18097376.01,14692535,18687934.82,22911019.75,40618830.82,14494558.38,27394.57257,6158716.02,4068258.197,53799156.72,83115767.83,90424129.27,19916531.15,26024002.57,7556101.34,13656565.69,61957243.59,61203866.3,26667233.52,12079004.93,91611.22778,16629663.93,19368272.74,45763443.86,13417242.47,17229577.88,18612569.53,26754797.48,48488061.96,28744227.31,12044247.91,6445017.969,4090746.983,30586438.6,38344129.39,28459591.99,8526992.436,13452592.01,7432754.615,6452382.952,7122519.344,5181251.899,4506230.402,5170550.753,13243881.68,21764797.57,14713129.62,46805948.15,29275920.88,21836795.07,21094516.6,21133749.84,6946136.171,0.26409
Com_3290_pos,Deacetylspiramine S,_,P,C22H31NO4,373.22531,374.23244,0.45469,[M+H]+,7.079,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Diterpenoids,二萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC12CCCC3(C1CC(C45C3CC(CC4)C(=C)C5O)O)C6N(C2=O)CCO6,ITPLYRJHSYRACW-ARUFLQPLSA-N,401232.78,277992.5442,253871.2691,520485.7245,271004.9641,1248829.152,491754.3778,418364.5841,107979.0197,331975.0557,388152.3659,908709.36,1931236.471,1593976.481,1299529.114,768760.5008,1070635.013,895165.043,2172080.362,834773.806,2137970.183,751760.2114,630022.4125,287710.6082,228199.6831,444931.7162,386734.8899,632085.958,440447.9351,350292.501,642052.2317,396011.7958,760142.054,524507.9498,577510.1494,406448.3695,446509.9184,71554.19976,510160.7428,350007.6761,86921.03853,1158058.813,100527.3224,62605.19993,175932.5358,286645.8108,93628.95958,505917.2425,495569.4057,441155.7939,1259883.77,1135719.597,413782.1139,551112.0917,437202.0647,204209.5118,0.00017904
Com_2144_pos,(R)-4'-Deoxyindenestrol,_,P,C18H18O,250.13576,251.14374,2.71456,[M+H]+,8.223,_,3,C18,Benzenoids,苯类化合物,Indenes and isoindenes,茚和异茚,_,_,_,_,_,_,_,(R)-4'-Deoxyindenestrol,C14541,_,_,_,_,_,_,CCC1=C(C(C2=C1C=CC(=C2)O)C)C3=CC=CC=C3,JVJKQJFQEQRNRY-GFCCVEGCSA-N,1664350.854,1348951.213,2084355.804,1184069.421,2472692.882,1058401.775,2440088.534,1456759.184,4620512.272,3673436.942,3388446.023,2598396.706,1881218.987,1028967.633,794318.0637,1455171.074,1891179.474,1511582.954,3738771.101,5066185.491,2865453.016,2102973.136,1831805.006,3741657.887,1777051.455,3015894.869,954232.7493,1615692.858,1477145.08,2201209.141,503633.0388,831985.8896,1611505.115,2047964.332,2378375.152,1605135.776,1124166.697,1441525.202,1460966.723,2076482.44,1250949.725,1140559.961,2692606.448,1505682.667,1598300.555,2728776.745,1913930.587,1409908.082,1635470.325,3029606.61,1427073.031,3224474.273,1840204.359,1496433.217,1415775.125,1974867.514,0.0011197
Com_2392_pos,"2-(3'-(5'-Hydroxyindolyl)methyl)-1,3-thiazolidine-4-carboxylic acid",_,P,C13H14N2O3S,278.07251,279.07939,1.50376,[M+H]+,5.071,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,HMDB0304217,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",_,_,_,_,_,_,_,_,C1C(NC(S1)CC2=CNC3=C2C=C(C=C3)O)C(=O)O,DFSPELNJAJEWOM-UHFFFAOYSA-N,662635.4683,1626892.82,231420.6156,5992655.79,3705949.783,3286352.679,12809332.94,26420901.97,5344189.68,2328410.759,3744767.539,730361.0155,5089683.96,14647059.14,6505129.789,8255486.824,1235062.819,6016585.262,850059.4941,746679.3689,137123.9953,1002329.377,944772.9301,1271295.466,2209970.502,4630074.972,11301447.67,4717509.397,3584291.437,1025244.673,2216389.892,119430.4806,2304271.248,1317346.461,6070608.154,685515.4714,887737.5417,2291296.403,1619078.587,2218283.896,3545323.119,2621513.915,17590019.44,7230842.085,1086038.989,3881232.454,449912.1017,8243423.025,2584317.859,8562993.983,6958167.966,825376.7718,4578089.776,2118926.951,2197205.577,6413578.017,0.018119
Com_3402_pos,Bengamide Z,_,P,C18H32N2O7,388.22095,389.22866,1.04196,[M+H]+,7.126,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)C=CC(C(C(C(C(=O)NC1CCC(CN(C1=O)C)O)OC)O)O)O,PKRBZXVKAMNZBZ-WWIZSIRBSA-N,5490436.057,91463514.7,3595366.818,8870127.239,5170089.722,4769542.3,3891084.318,35213034.65,32782260.79,1118581.339,4462972.961,1685879.207,15396639.58,26748482.85,21672718.08,911895.4565,622605.6282,1203003.052,13617730.7,16035567.4,13002583.14,4048319.198,4273137.502,501609.7207,3549245.886,9922408.596,14877163.09,4848634.282,12816911.17,9499557.926,23544409.8,34105553.44,4008945.171,1207524.849,6487770.294,1605669.296,8242171.463,3993353.371,12238425.59,4043431.538,5441338.789,7212707.557,2562599.811,3798236.944,1144253.724,906950.3118,366787.271,8146907.153,19893179.47,13192302.21,11092557.44,8579824.61,9252320.158,11826645.48,6861904.718,2820955.869,0.45257
Com_3704_pos,Buclizine,安其敏,P,C28H33ClN2,432.23323,433.24026,0.6161,[M+H]+,1.377,_,3,C18,Benzenoids,苯类化合物,Benzene and substituted derivatives,苯及其取代衍生物,Diphenylmethanes,二苯甲烷,82-95-1,HMDB0014498,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Buclizine,C07777,_,_,_,_,_,_,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,MOYGZHXDRJNJEP-UHFFFAOYSA-N,1199904.756,1283678.501,2886269.948,649460.3432,1150483.11,1697328.054,4128172.806,3861925.198,2132418.478,274350.0007,793268.9184,800154.5721,684290.4425,2639357.497,3778464.689,907935.8506,658727.4706,697851.5296,3246037.067,2541920.241,2304455.015,1368205.563,1369200.442,234391.004,809678.5334,388666.8949,1745798.045,265305.8766,302765.9777,1324288.224,1956000.377,3602062.328,483938.087,2118480.397,587598.2391,1850823.611,1006447.273,1176515.825,520625.4186,402236.323,1816049.794,3623285.641,6017124.359,3520141.695,1291062.922,3383887.889,3718240.909,1195786.2,1477854.119,1998381.662,1561104.58,1844034.889,806083.9252,1766483.84,1424193.379,3187707.329,0.19064
Com_3810_pos,Marchantin M,_,P,C29H26O5,454.17802,455.18881,7.67647,[M+H]+,5.845,_,3,C18,"Lignans, neolignans and related compounds",木脂素、新木脂素及相关化合物,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,COC1=C2C(=C(C=C1)O)CCC3=CC=C(C=C3)OC4=C(C=CC(=C4)CCC5=CC(=CC=C5)O2)O,HPEUTCOXCXZTLM-UHFFFAOYSA-N,6397648.076,3789628.326,5380419.668,1085250.008,1811853.591,681274.9678,871290.8861,597267.8006,519559.234,325866.2735,1240301.746,48895.17495,3266106.763,3989261.601,6987946.077,2550320.467,13918103.3,1583641.073,56594.69571,1163590.712,519866.0941,762806.8525,12769791.33,194312.9671,1172345.019,6010140.852,4290243.233,11518248.26,18523094.84,6770086.66,2867086.761,3758703.325,4483021.006,4184971.887,2913499.344,540623.6173,533882.2434,22864781.52,1330813.147,355448.5112,255977.3929,365172.6407,1035540.507,9261875.406,5054863.218,131392.1002,331480.3368,4997792.263,3191012.44,600530.1859,5382563.213,2577827.109,8047359.811,3124650.99,4284345.909,3468823.972,0.010684
Com_4228_pos,(+)-Strempeliopidine,_,P,C38H48N4,560.3879,561.39613,1.65761,[M+H]+,9.032,_,3,C18,Alkaloids and derivatives,生物碱及其衍生物,Eburnan-type alkaloids,依布南型生物碱,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,CCC12CCCN3C1C4(CC3)C(CC2)NC5=C4C=C(C=C5)C6CN7C8=CC=CC=C8C9=C7C1C6(CCCN1CC9)CC,KRFPTFLBQUGVOL-DBULHXIHSA-N,45155730.78,18459472.87,14796070.21,16169386.69,21739546.47,30837477.33,15887321.37,37401025.95,55675491.24,13034610.93,24642870.11,19580248.2,33157052.04,20259837.86,19268086.44,18356797.79,28394425.92,47092409.1,27140660.91,42620007.28,36389074.55,33995220.18,17835790.66,15571810.86,11065883.34,20382272.62,23384674.74,18702167.53,22248189.32,18066248.91,40893923.47,16027354.66,23334548.39,18722029.69,18120552.39,20718060.61,31822748.94,23328954.68,14906395.43,38234605.06,14668642.81,56234339.6,50342462.32,12082695.24,12729367.88,22941148.18,18637370.13,22738926.91,24526280.73,27703594.63,27754768.19,28925427.41,18974906.08,22969411.53,29865947.75,23245328.44,0.76353
Com_3890_pos,Gln-Leu-Leu-Pro,谷氨酰胺-亮氨酸-亮氨酸-脯氨酸,P,C22H39N5O6,469.29004,470.29706,0.58972,[M+H]+,5.359,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(C)CC(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O)NC(=O)C(CCC(=O)N)N,OAOOXBSVCJEIFY-QAETUUGQSA-N,15723995.07,27893268.69,19820010.68,5268587.62,6581464.27,5384118.394,13784316.96,37000720.51,18785832.81,243897.7845,7155175.823,7035813.806,46776262.66,64942983.58,79322956.43,16212580.5,26686197.51,7463015.24,51893506.15,48465711.49,37242736.89,37513052.7,11036218.35,709858.4405,12554570.72,44902486.05,52900397.34,19089712.04,33295700.97,16488186.22,24966801.21,24479605.5,34120244.76,18971812.06,6833300.987,16418925.89,61359109.29,71738576.08,22818490.46,14045949.26,24536564.96,48410034.42,53948590.15,74569219.39,31577476.32,16706611.52,89385700.23,9686680.808,13445240.79,14000959.61,40233999.32,31143514,29871842.22,20965115.07,40484787.41,45979046.4,0.11758
Com_2336_pos,Actinopolysporin A,放线多孢菌素A,P,C15H28O4,272.19876,273.20504,3.74156,[M+H]+,6.276,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Monoterpenoids,单萜类,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(CC(C)C=C(C)C(=O)OC)CC(C)(C(C)O)O,CKWFXHNQQBEUKJ-XYOKQWHBSA-N,1672779.023,1596404.038,1170540.961,1504294.83,2673873.921,1786904.106,1243293.977,2530121.418,2299555.797,1909427.5,1892564.082,1812515.253,2364219.918,4235473.306,2028517.65,2080944.701,1960131.107,1787239.221,2077844.46,5417907.486,1677803.085,1666139.089,1274479.886,1896534.968,1106271.72,2369323.814,1471609.623,1214646.997,2148504.252,2072492.813,1369735.108,1011794.498,1031700.966,1273138.54,2398014.894,1284449.556,2228866.95,1745803.941,1176157.866,2421173.046,988565.3322,10764822.5,2732837.804,1950657.304,1483906.838,1714039.772,1746032.148,2880273.145,1734132.813,1947913.005,2409420.984,2335118.162,1730474.87,1394805.594,3220898.272,2084624.502,0.4105
Com_3233_pos,O-Acetylcypholophine,O-乙酰环孢素,P,C20H28N2O4,360.20491,361.21565,9.51472,[M+H]+,5.442,_,3,C18,Benzenoids,苯类化合物,Benzene and substituted derivatives,苯及其取代衍生物,Methoxybenzenes,甲氧基苯类,_,_,_,_,_,O-Acetylcypholophine,C10564,_,_,_,_,_,_,CC1=C(N=C(N1)CCCCOC(=O)C)CCC2=CC(=C(C=C2)OC)OC,KKAYZKDSAIGIJC-UHFFFAOYSA-N,3941945.308,11728311.42,4142213.762,3668916.496,6298372.933,4145874.132,10584952.39,15474657.45,12526102.12,133249.4366,3593570.46,4588253.722,16233319.57,18545982.98,24498825.2,9135213.762,6247200.073,3770327.171,17539701.91,12923639.89,12256885.06,10996665.47,8664599.2,225724.5327,8373315.198,8175813.419,21843450.79,8572691.368,8071464.5,6895958.639,17746513.59,8453165.529,7842401.819,4147490.721,4510602.788,4992908.038,5538969.079,15854447.43,12294639.75,2735995.441,3993879.709,9321878.87,33817111.75,18878095.36,14407356.03,10088618.47,18523397.41,8414669.586,5654272.342,7816797.597,13071811.46,10434536.01,10322115.65,7948847.082,8289968.38,17354874.77,0.35697
Com_4258_pos,"Methyl 8,8a-dihydromorellate",_,P,C34H40O8,576.27232,577.27631,5.73417,[M+H]+,8.237,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Benzopyrans,苯并吡喃类,1-benzopyrans,1-苯并吡喃,_,_,_,_,_,_,_,_,_,_,_,_,_,CC(=CCC1=C2C(=C(C3=C1OC45C(C3=O)CC6CC4C(OC5(C6=O)CC=C(C)C(=O)OC)(C)C)O)C=CC(O2)(C)C)C,JTEQWNATEJGXHW-VCNFGNKZSA-N,19164410.34,34172893.12,19422691.9,13891699.12,12463793.62,16474562.86,22156919.31,113444758.7,21552066.06,53819.74296,4491295.516,5697509.088,1314032.315,7572256.733,194844.8647,5219145.111,1370571.277,11076438.65,32867541.93,148835879.4,113489928.8,23901955.47,38293199.35,265060.526,53897410.01,72746360.48,336051040.7,102960992.5,135592114.3,84801839.88,354252297.5,344644297.7,24186080.24,23161750.07,28572501.6,5728255.405,40732664.06,18340752.8,63285311.12,10448922.79,13905066.51,5787562.663,47207138.14,390625581.6,15567762.18,2799757.932,4011975.452,23505240.37,19265008.49,27899394.73,4457881.491,59608927.58,131008293,130090863.8,25416713.32,80619575.95,0.012613
Com_2484_pos,PMEG,_,P,C8H12N5O5P,289.05761,290.0629,6.94567,[M+H]+,1.362,_,3,C18,Organoheterocyclic compounds,有机杂环化合物,Imidazopyrimidines,咪唑并嘧啶类,Purines and purine derivatives,嘌呤和嘌呤衍生物,_,_,_,_,_,PMEG; 9-((2-Phosphonylmethoxy)ethyl)guanine,C11184,_,_,_,_,_,_,C1=NC2=C(N1CCOCP(=O)(O)O)N=C(NC2=O)N,NZVORGQIEFTOQZ-UHFFFAOYSA-N,451320.2544,1874635.821,1010306.551,418305.027,350402.3493,1099388.77,5554129.391,17844423.26,3175851.7,626417.7432,2147113.301,2669731.964,289564.5967,1729771.056,1549532.072,216037.9012,1469919.466,974191.6588,15600587.58,12023704.25,9751297.865,5762639.065,7038167.792,486416.9289,390819.4931,2687128.399,6421808.073,2267376.079,6744261.454,2415325.599,8455678.294,6215526.961,1911749.648,7070307.026,3886005.46,2568944.206,5452080.891,1795033.887,4784265.16,4170656.918,9786590.83,3176901.418,3745895.505,1684128.072,988697.9841,6239867.854,2103758.98,3358144.546,867393.1288,5336277.894,1038169.459,8443802.245,3487786.516,5018035.266,4860921.518,3020082.157,0.00070691
Com_3451_pos,"14,15beta-Dihydroxyklaineanone",_,P,C20H28O8,396.17842,397.18269,7.62287,[M+H]+,5.894,_,3,C18,Lipids and lipid-like molecules,脂质和类脂分子,Prenol lipids,异戊烯醇脂,Terpene lactones,萜内酯,_,_,_,_,_,_,_,_,_,_,_,_,_,CC1C(C(C2C3(C(CC4C2(C1(C(C(=O)O4)O)O)C)C(=CC(=O)C3O)C)C)O)O,NWNMAVFXIRDAPM-RELKVJPISA-N,3043731.254,3346391.928,573726.1592,2449765.677,1305448.113,1303673.864,3916420.073,3975137.129,2793596.669,739997.0525,1908610.768,3437131.657,35265773.52,182476812.5,168807446.5,33043181.65,34691877.32,29201147.8,10218432.03,25124595.65,6718053.664,10731555.95,19552176.17,2862438.488,2729884.62,8273048.271,6596554.204,8170642.193,4889340.58,4032833.724,5057239.213,2953507.178,36600494.92,4188434.87,4053762.59,2620497.677,11155563.08,37327947.61,17645641.23,8329531.538,9379720.065,5615459.741,1407683.711,3359396.82,7618818.825,1388522.007,797464.1992,3348732.474,2003789.499,2795148.891,80581039.88,12534541.99,5782050.599,9245656.074,14908977.21,2986769.673,4.24E-09
Com_3415_pos,Ser Glu Arg,丝氨酸-谷氨酸-精氨酸,P,C14H26N6O7,390.1863,391.19285,1.92397,[M+H]+,1.408,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Carboxylic acids and derivatives,羧酸及其衍生物,"Amino acids, peptides, and analogues",氨基酸、肽和类似物,_,_,_,_,_,_,_,_,_,_,_,_,_,C(CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)N)CN=C(N)N,PVDTYLHUWAEYGY-CIUDSAMLSA-N,27260739.28,52709599.55,35925757.43,28095428.89,53697047.03,55700196.38,25365179.52,85660858.94,38398766.41,614446.6673,15360910.35,17600005.88,30233977.1,53322823,61054850.42,66323979.75,43607747.49,29814057.25,48836327.78,31908761.06,14180241.99,18112712.64,53913489.73,503006.0244,31964238.61,20554964.88,45241957.46,34895075.6,19236635.98,32473281.64,43045266.93,69879566.56,41558286.44,33093958.98,26379601.42,64551361.44,35443540.37,33756540.65,60904348.73,38706192.99,34509933.86,36299891.23,77677815.73,36187879.89,32806897.38,31058209.84,32521443.36,44956448.34,42231461.43,30500027.96,47392905.83,27909089.87,30727692.36,46418006.96,39936741.31,42534782.42,0.1829
Com_4387_pos,Ulongamide D,_,P,C34H49N5O7S,671.33527,672.34466,3.11107,[M+H]+,5.73,_,3,C18,Organic acids and derivatives,有机酸及其衍生物,Peptidomimetics,肽模拟物,Depsipeptides,缩酚肽,_,_,_,_,_,_,_,_,_,_,_,_,_,CCCC1C(C(=O)OC(C(=O)N(C(C(=O)N(C(C(=O)NC(C2=NC(=CS2)C(=O)N1)C)C(C)C)C)CC3=CC=C(C=C3)O)C)C(C)C)C,FRWFEXMWAJIROC-FEHSMJKKSA-N,9195265.207,20013437.1,23997935.47,24448822.21,34152536.1,36807158.41,4670083.042,12754432.07,9297368.291,462786.5583,5521532.884,8623588.221,15744797.8,27973867.83,13684791.82,20659444.51,10008514.45,15228592.55,13264289.46,3685493.411,4932910.845,6194629.479,15008696.41,1664833.353,13501686.46,3564386.686,17473536.35,9020211.639,4394629.358,9164638.194,5912181.394,12169430.1,5685112.401,8967926.913,5019128.081,27442093.51,9259622.624,3095326.512,6268904.668,10802876.62,9854661.799,8939754.889,18284322.71,11122422.09,14866046.08,16310844.99,11448909.51,8396342.265,24769192.42,6888298.512,17216668.16,7458475.494,9519848.115,10865978.73,8036857.852,13404814.61,0.003523
