"s.Apple"	"s.Apricot"	"s.Elm"	"s.Filbert"	"s.Locust"	"s.Rose"	"s.Seabuckthorn"	"s.Willow"	"index"	"stat"	"padj"	"GenusID"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"tag"	"baseMean"
0	1	0	1	1	0	0	0	63	0.564903672957258	0.003996003996004	"Genus3177"	"d__Bacteria"	"p__Desulfobacterota"	"c__DSM-4660"	"o__Desulfatiglandales"	"f__HGW-15"	"g__HGW-15"	"None"	1.64905258811586e-05
0	1	0	1	1	1	1	0	208	0.529681901181042	0.00999000999000999	"Genus3179"	"d__Bacteria"	"p__Desulfobacterota"	"c__DSM-4660"	"o__Desulfatiglandales"	"f__HGW-15"	"g__JAHECH01"	"None"	1.27374909904621e-06
0	0	0	0	0	1	0	1	35	0.532173015460793	0.003996003996004	"Genus3181"	"d__Bacteria"	"p__Desulfobacterota"	"c__RBG-13-43-22"	"o__RBG-13-43-22"	"f__RBG-13-43-22"	"g__JACRCK01"	"None"	4.50894354372207e-05
0	0	0	0	0	0	1	0	7	0.831381524105014	0.000999000999000999	"Genus3188"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__Smithellaceae"	"g__Smithella"	"Seabuckthorn"	1.33197399626342e-05
0	0	0	0	0	1	0	1	35	0.534244741767543	0.003996003996004	"Genus3191"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__Syntrophaceae"	"g__Syntrophus"	"None"	4.4696062432901e-05
0	1	1	0	1	1	0	1	205	0.519444717225827	0.017982017982018	"Genus3192"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA2185"	"g__Fen-1135"	"None"	2.05921448996092e-05
0	0	1	0	1	1	0	0	77	0.545054995686522	0.011988011988012	"Genus3193"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA2210"	"g__JAFGGB01"	"None"	1.21457714699156e-05
0	0	0	0	1	0	0	0	5	0.550856543582423	0.013986013986014	"Genus3194"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA2210"	"g__JAFGPZ01"	"Locust"	8.02462741006294e-06
0	1	0	0	0	0	1	0	20	0.59531619066916	0.004995004995005	"Genus3195"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA2210"	"g__UBA6078"	"None"	5.46094059792881e-07
0	0	0	0	0	1	0	1	35	0.509382083640643	0.018981018981019	"Genus3197"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA4778"	"g__UBA4054"	"None"	3.73811022436861e-05
0	1	0	1	0	1	0	0	64	0.552937749528836	0.00599400599400599	"Genus3198"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA5619"	"g__JAHJXP01"	"None"	2.29198641364362e-06
0	0	0	0	1	0	0	0	5	0.698345881105094	0.000999000999000999	"Genus3200"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA5619"	"g__UBA5619"	"Locust"	1.62597785098455e-05
0	1	0	0	0	0	0	0	2	0.608383098504796	0.000999000999000999	"Genus3202"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophia"	"o__Syntrophales"	"f__UBA6807"	"g__DSDU01"	"Apricot"	5.19594050426627e-06
0	0	1	1	1	0	0	0	73	0.533641151289604	0.00799200799200799	"Genus3204"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__BM002"	"f__BM002"	"g__G020353215"	"None"	2.65230761304269e-06
0	0	0	0	1	0	0	0	5	0.568049513106285	0.00799200799200799	"Genus3206"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__Syntrophobacterales"	"f__DSM-9756"	"g__Desulfacinum"	"Locust"	2.23418732155164e-05
0	0	0	0	1	0	0	0	5	0.58076637395496	0.00699300699300699	"Genus3207"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__Syntrophobacterales"	"f__DSM-9756"	"g__Desulfoglaeba"	"Locust"	5.44757032854481e-06
0	1	0	0	0	0	1	0	20	0.489760537814185	0.031968031968032	"Genus3209"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__Syntrophobacterales"	"f__Syntrophobacteraceae"	"g__JAAYUJ01"	"None"	1.76659133487274e-06
0	0	1	0	0	0	1	0	25	0.645204753811595	0.002997002997003	"Genus3212"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__Syntrophobacterales"	"f__Syntrophobacteraceae"	"g__JAJFUA01"	"None"	7.3105154194323e-07
0	1	0	0	1	0	0	0	18	0.508875984757452	0.020979020979021	"Genus3213"	"d__Bacteria"	"p__Desulfobacterota"	"c__Syntrophobacteria"	"o__Syntrophobacterales"	"f__Syntrophobacteraceae"	"g__SbD1"	"None"	0.000319701550695495
0	0	0	0	0	0	1	0	7	0.800604031514347	0.000999000999000999	"Genus3218"	"d__Bacteria"	"p__Desulfobacterota_B"	"c__Binatia"	"o__Bin18"	"f__Bin18"	"g__Bin18"	"Seabuckthorn"	1.02315143171444e-05
0	0	0	0	1	0	0	0	5	0.493006094827943	0.032967032967033	"Genus3222"	"d__Bacteria"	"p__Desulfobacterota_B"	"c__Binatia"	"o__UBA9968"	"f__UBA9968"	"g__JACQUW01"	"Locust"	3.50598610803103e-06
0	0	0	0	0	0	1	0	7	0.653460595019354	0.000999000999000999	"Genus3224"	"d__Bacteria"	"p__Desulfobacterota_C"	"c__Deferrisomatia"	"o__Deferrisomatales"	"f__JACRMM01"	"g__JACRCS01"	"Seabuckthorn"	8.22500578996562e-07
0	0	0	0	1	0	0	0	5	0.639882375702392	0.001998001998002	"Genus3225"	"d__Bacteria"	"p__Desulfobacterota_E"	"c__Anaeroferrophillalia"	"o__Anaeroferrophillales"	"f__Anaeroferrophillaceae"	"g__JAFDMG01"	"Locust"	8.47187214037283e-06
0	0	0	0	0	1	0	1	35	0.520896177169031	0.012987012987013	"Genus3230"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__B13-G15"	"o__B13-G15"	"f__RBG-16-54-18"	"g__RBG-13-52-11"	"None"	3.63572543672409e-05
1	0	0	0	1	0	0	0	12	0.50122904939451	0.032967032967033	"Genus3234"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Desulfuromonadales"	"f__BM103"	"g__JAHEDT01"	"None"	2.57920797478917e-06
0	0	0	0	0	0	1	0	7	0.735494408873006	0.001998001998002	"Genus3252"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Desulfuromonadales"	"f__UBA2294"	"g__Kmv16"	"Seabuckthorn"	1.65897874710266e-05
0	1	0	0	0	0	0	0	2	0.596134453727514	0.000999000999000999	"Genus3253"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__CAIOGM01"	"g__CAIOGM01"	"Apricot"	1.01256031598453e-05
0	0	0	0	0	0	1	0	7	0.72351341782478	0.001998001998002	"Genus3255"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__Geobacteraceae"	"g__Geomobilimonas"	"Seabuckthorn"	8.57058000071097e-07
0	1	0	0	0	1	0	0	19	0.699658270078344	0.002997002997003	"Genus3258"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__Geobacteraceae"	"g__JACOUQ01"	"None"	3.17503619263256e-06
0	0	0	0	1	0	0	0	5	0.599296288123616	0.002997002997003	"Genus3259"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__Geobacteraceae"	"g__RPRC01"	"Locust"	6.9823090291669e-06
0	1	0	1	0	1	0	1	142	0.466248719100638	0.041958041958042	"Genus3260"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__Geobacteraceae_A"	"g__Geoanaerobacter"	"None"	2.20375828781885e-06
0	1	0	0	0	0	0	0	2	0.584692407525029	0.002997002997003	"Genus3264"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__Desulfuromonadia"	"o__Geobacterales"	"f__Pseudopelobacteraceae"	"g__JACPFJ01"	"Apricot"	4.11359050760359e-06
0	1	0	1	0	0	0	0	17	0.503657814100678	0.023976023976024	"Genus3271"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__GWC2-55-46"	"o__GWC2-55-46"	"f__GWC2-55-46"	"g__JACOUO01"	"None"	1.74442674404408e-06
0	1	0	0	0	0	0	0	2	0.476821585586318	0.04995004995005	"Genus3272"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__JACPFL01"	"o__JACPFL01"	"f__JACPFL01"	"g__JACPFL01"	"Apricot"	4.78168586309018e-07
0	0	0	0	0	0	1	0	7	0.637004170739459	0.000999000999000999	"Genus3273"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__JAFDED01"	"o__JAFDED01"	"f__JAFDED01"	"g__JAFDED01"	"Seabuckthorn"	8.83946051752625e-07
0	0	0	0	1	0	0	0	5	0.61139905604588	0.003996003996004	"Genus3275"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__JdFR-97"	"o__JdFR-97"	"f__JdFR-97"	"g__JdFR-97"	"Locust"	7.13641205905373e-06
0	1	0	1	1	1	0	0	138	0.511840367892451	0.011988011988012	"Genus3277"	"d__Bacteria"	"p__Desulfobacterota_F"	"c__SM23-61"	"o__SM23-61"	"f__SM23-61"	"g__SM23-61"	"None"	1.03564531671028e-05
0	0	0	0	1	0	0	0	5	0.511453125042332	0.021978021978022	"Genus3283"	"d__Bacteria"	"p__Desulfobacterota_G"	"c__Syntrophorhabdia"	"o__Syntrophorhabdales"	"f__WCHB1-27"	"g__BOG-1155"	"Locust"	4.78309839186754e-06
0	0	0	0	1	0	0	0	5	0.490474446935958	0.023976023976024	"Genus3285"	"d__Bacteria"	"p__Dormibacterota"	"c__Dormibacteria"	"o__CF-121"	"f__CF-121"	"g__VBDY01"	"Locust"	6.18011188599826e-06
0	0	0	0	0	0	1	0	7	0.730100587370162	0.000999000999000999	"Genus3287"	"d__Bacteria"	"p__DTU030"	"c__DTU030"	"o__DUMP01"	"f__DUMP01"	"g__DUNI01"	"Seabuckthorn"	2.33643012326728e-06
0	1	0	1	0	1	0	0	64	0.492222746191472	0.045954045954046	"Genus3291"	"d__Bacteria"	"p__DYJV01"	"c__DYJV01"	"o__DYJV01"	"f__DYJV01"	"g__DYJV01"	"None"	1.15595318117028e-06
0	1	0	1	1	0	0	0	63	0.500462995303588	0.023976023976024	"Genus3293"	"d__Bacteria"	"p__Eisenbacteria"	"c__RBG-16-71-46"	"o__RBG-16-71-46"	"f__RBG-16-71-46"	"g__WS-11"	"None"	2.06795216267147e-06
0	1	0	0	0	1	0	0	19	0.750420263601823	0.000999000999000999	"Genus3294"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__02-12-FULL-59-9"	"f__O2-12-FULL-59-9"	"g__O2-12-FULL-59-9"	"None"	1.74809089419152e-06
0	0	0	0	0	1	0	1	35	0.526866120380381	0.010989010989011	"Genus3295"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__Elusimicrobiales"	"f__Elusimicrobiaceae"	"g__Avelusimicrobium"	"None"	2.45415426649068e-05
0	1	0	0	0	1	0	0	19	0.732367590198393	0.001998001998002	"Genus3297"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__Elusimicrobiales"	"f__Elusimicrobiaceae"	"g__UBA1436"	"None"	4.0254977267133e-06
0	0	0	0	0	1	0	0	6	0.719439520264427	0.000999000999000999	"Genus3299"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__Elusimicrobiales"	"f__UBA9959"	"g__CACZRG01"	"Rose"	1.59309078319362e-06
0	1	0	1	0	1	1	0	141	0.501379795474539	0.022977022977023	"Genus3300"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__Elusimicrobiales"	"f__UBA9959"	"g__JAHJSU01"	"None"	1.00053947002995e-06
0	1	0	0	0	1	0	0	19	0.553106089386971	0.010989010989011	"Genus3301"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__FEN-1173"	"f__FEN-1173"	"g__JADKHR01"	"None"	2.0134287395541e-06
1	0	0	0	0	0	0	0	1	0.533098703265085	0.017982017982018	"Genus3302"	"d__Bacteria"	"p__Elusimicrobiota"	"c__Elusimicrobia"	"o__UBA1565"	"f__UBA1565"	"g__UBA9639"	"Apple"	4.74515719396412e-07
0	1	1	0	1	1	0	0	132	0.560745111561734	0.00599400599400599	"Genus3308"	"d__Bacteria"	"p__Eremiobacterota"	"c__Eremiobacteria"	"o__Baltobacterales"	"f__Baltobacteraceae"	"g__Elarobacter"	"None"	9.27498037611431e-06
0	0	0	0	0	0	1	0	7	0.627327063811321	0.002997002997003	"Genus3313"	"d__Bacteria"	"p__Fibrobacterota"	"c__Chitinivibrionia"	"o__Chitinivibrionales"	"f__Chitinispirillaceae"	"g__JAAYEB01"	"Seabuckthorn"	1.49051991060419e-06
0	0	0	0	1	0	0	0	5	0.631501445361515	0.002997002997003	"Genus3314"	"d__Bacteria"	"p__Fibrobacterota"	"c__Chitinivibrionia"	"o__Chitinivibrionales"	"f__Chitinispirillaceae"	"g__JAAYIG01"	"Locust"	5.55874779010237e-06
0	0	0	0	0	0	1	0	7	0.579303550882215	0.00599400599400599	"Genus3317"	"d__Bacteria"	"p__Fibrobacterota"	"c__Chitinivibrionia"	"o__Chitinivibrionales"	"f__Chitinispirillaceae"	"g__WRCH01"	"Seabuckthorn"	1.08887369216408e-05
0	1	0	1	0	0	0	0	17	0.519326122117709	0.017982017982018	"Genus3319"	"d__Bacteria"	"p__Fibrobacterota"	"c__Fibrobacteria"	"o__Fibrobacterales"	"f__Fibrobacteraceae"	"g__Fibro-01"	"None"	2.7222957455976e-06
0	0	0	0	0	0	1	0	7	0.606813075205997	0.001998001998002	"Genus3320"	"d__Bacteria"	"p__Fibrobacterota"	"c__Fibrobacteria"	"o__Fibrobacterales"	"f__Fibrobacteraceae"	"g__Fibrobacter"	"Seabuckthorn"	6.69387361187138e-07
0	0	0	0	0	1	0	0	6	0.521652426877287	0.020979020979021	"Genus3322"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Cetobacterium"	"Rose"	5.46336904977769e-05
1	0	0	0	0	1	0	1	56	0.615388989980754	0.001998001998002	"Genus3323"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Cetobacterium_A"	"None"	4.40960417437421e-06
0	0	0	0	0	0	1	0	7	0.497845796523103	0.028971028971029	"Genus3324"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium"	"Seabuckthorn"	3.62083527701559e-05
0	0	0	0	0	1	0	1	35	0.517594272475058	0.013986013986014	"Genus3326"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Fusobacterium_B"	"None"	3.35056038429969e-05
0	0	0	0	1	0	0	0	5	0.522126523474931	0.010989010989011	"Genus3328"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__Ilyobacter"	"Locust"	3.1280000789286e-06
0	0	0	0	0	1	0	1	35	0.506337763796588	0.018981018981019	"Genus3329"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Fusobacteriaceae"	"g__JAFGUR01"	"None"	8.05237000527979e-05
0	1	0	0	0	1	0	0	19	0.552259163777632	0.00999000999000999	"Genus3331"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__JABCPH02"	"None"	8.64868094244375e-07
0	0	0	0	0	0	1	0	7	0.729460123581889	0.000999000999000999	"Genus3332"	"d__Bacteria"	"p__Fusobacteriota"	"c__Fusobacteriia"	"o__Fusobacteriales"	"f__Leptotrichiaceae"	"g__JAGOWQ01"	"Seabuckthorn"	7.63253683940145e-06
1	0	1	0	0	0	0	0	10	0.540120959831691	0.011988011988012	"Genus3339"	"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__KS3-K002"	"f__JABDQB01"	"g__JAAXHJ01"	"None"	1.24960338357661e-06
0	0	0	0	1	0	0	0	5	0.544170579019303	0.00899100899100899	"Genus3340"	"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__Longimicrobiales"	"f__Longimicrobiaceae"	"g__JAFAYN01"	"Locust"	1.83118134085787e-06
0	1	1	0	1	1	0	1	205	0.511140808488333	0.022977022977023	"Genus3341"	"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__Longimicrobiales"	"f__RSA9"	"g__RSA9"	"None"	1.16924685922897e-05
0	0	0	0	1	0	0	0	5	0.650061865898956	0.001998001998002	"Genus3343"	"d__Bacteria"	"p__Gemmatimonadota"	"c__Gemmatimonadetes"	"o__Longimicrobiales"	"f__UBA6960"	"g__SZUA-318"	"Locust"	8.48498642497865e-06
0	0	0	0	0	0	1	0	7	0.669616941211344	0.003996003996004	"Genus3344"	"d__Bacteria"	"p__Hydrogenedentota"	"c__Hydrogenedentia"	"o__Hydrogenedentiales"	"f__CAITNO01"	"g__CAITNO01"	"Seabuckthorn"	9.06914903253726e-07
0	1	1	0	1	0	0	0	59	0.490004507266276	0.033966033966034	"Genus3346"	"d__Bacteria"	"p__Hydrogenedentota"	"c__Hydrogenedentia"	"o__Hydrogenedentiales"	"f__SCBR16-9"	"g__SCBR16-9"	"None"	4.16976489480667e-06
0	0	0	0	0	0	1	0	7	0.513244276437239	0.021978021978022	"Genus3347"	"d__Bacteria"	"p__Hydrogenedentota"	"c__Hydrogenedentia"	"o__Hydrogenedentiales"	"f__SLHB01"	"g__DSVR01"	"Seabuckthorn"	1.73232357819936e-06
0	1	0	0	0	1	0	0	19	0.672193530213471	0.001998001998002	"Genus3350"	"d__Bacteria"	"p__Hydrogenedentota"	"c__Hydrogenedentia"	"o__Hydrogenedentiales"	"f__SLHB01"	"g__JAHDWY01"	"None"	3.01647228604321e-06
0	0	0	0	0	1	0	0	6	0.758319659052176	0.000999000999000999	"Genus3355"	"d__Bacteria"	"p__KSB1"	"c__UBA2214"	"o__UBA2214"	"f__DYKH01"	"g__DYKH01"	"Rose"	2.52895326407379e-06
0	1	0	0	0	0	0	0	2	0.561013353035611	0.002997002997003	"Genus3359"	"d__Bacteria"	"p__Latescibacterota"	"c__UBA2968"	"o__UBA2968"	"f__GCA-2709665"	"g__GCA-2709665"	"Apricot"	5.79605573082842e-06
0	1	0	1	0	1	0	1	142	0.559011406941461	0.004995004995005	"Genus3361"	"d__Bacteria"	"p__Latescibacterota"	"c__UBA2968"	"o__UBA2968"	"f__UBA2968"	"g__UBA2968"	"None"	5.24473701165528e-06
1	0	1	1	0	0	1	0	110	0.560993366821928	0.00699300699300699	"Genus3368"	"d__Bacteria"	"p__Marinisomatota"	"c__Marinisomatia"	"o__Marinisomatales"	"f__TCS55"	"g__UBA2126"	"None"	1.67117597847227e-06
0	0	0	0	0	1	0	1	35	0.548994186006366	0.002997002997003	"Genus3371"	"d__Bacteria"	"p__Marinisomatota"	"c__UBA2242"	"o__UBA2242"	"f__JAFGTP01"	"g__JAIPHI01"	"None"	3.18887424893593e-05
0	1	0	1	1	1	0	0	138	0.464456761613827	0.048951048951049	"Genus3374"	"d__Bacteria"	"p__Methylomirabilota"	"c__Methylomirabilia"	"o__Methylomirabilales"	"f__2-02-FULL-66-22"	"g__2-02-FULL-66-22"	"None"	9.88273120131427e-06
0	1	1	0	1	1	0	1	205	0.533515188961257	0.016983016983017	"Genus3376"	"d__Bacteria"	"p__Methylomirabilota"	"c__Methylomirabilia"	"o__Rokubacteriales"	"f__CSP1-6"	"g__AR31"	"None"	1.46887913118469e-05
0	0	0	0	1	0	0	0	5	0.693360514763822	0.000999000999000999	"Genus3377"	"d__Bacteria"	"p__Methylomirabilota"	"c__Methylomirabilia"	"o__Rokubacteriales"	"f__CSP1-6"	"g__AR37"	"Locust"	1.20563352570223e-05
0	1	1	0	1	1	0	0	132	0.48641255111656	0.047952047952048	"Genus3378"	"d__Bacteria"	"p__Methylomirabilota"	"c__Methylomirabilia"	"o__Rokubacteriales"	"f__CSP1-6"	"g__UBA12499"	"None"	1.61670797665252e-05
1	1	1	0	1	1	0	1	226	0.537090697396976	0.013986013986014	"Genus3380"	"d__Bacteria"	"p__Moduliflexota"	"c__Moduliflexia"	"o__Moduliflexales"	"f__Moduliflexaceae"	"g__Vecturithrix"	"None"	1.58599008095045e-05
0	0	0	1	1	0	0	0	27	0.529476933369497	0.017982017982018	"Genus3384"	"d__Bacteria"	"p__Myxococcota"	"c__Bradymonadia"	"o__UBA7976"	"f__UBA1532"	"g__CAINDO01"	"None"	9.15572469251362e-07
0	0	1	0	1	1	0	0	77	0.525960921938598	0.022977022977023	"Genus3392"	"d__Bacteria"	"p__Myxococcota"	"c__Myxococcia"	"o__Myxococcales"	"f__Myxococcaceae"	"g__Cystobacter"	"None"	1.2569303739126e-05
0	0	0	0	0	0	1	0	7	0.528060688805308	0.036963036963037	"Genus3393"	"d__Bacteria"	"p__Myxococcota"	"c__Myxococcia"	"o__Myxococcales"	"f__Myxococcaceae"	"g__Hyalangium"	"Seabuckthorn"	7.22500604719844e-07
0	0	0	0	1	0	0	0	5	0.557650659766012	0.004995004995005	"Genus3400"	"d__Bacteria"	"p__Myxococcota"	"c__Polyangia"	"o__GCA-2747355"	"f__JAKLHH01"	"g__JAKLHH01"	"Locust"	2.76949629865773e-06
0	1	0	0	0	1	0	0	19	0.505993724777225	0.02997002997003	"Genus3411"	"d__Bacteria"	"p__Myxococcota"	"c__Polyangia"	"o__Polyangiales"	"f__Polyangiaceae"	"g__JADJRH01"	"None"	3.36899210018695e-06
0	1	0	0	0	1	0	0	19	0.517396891823836	0.023976023976024	"Genus3419"	"d__Bacteria"	"p__Myxococcota"	"c__UBA9042"	"o__JABWCM01"	"f__JABWCM01"	"g__JABWCM01"	"None"	1.28722627967553e-06
0	1	0	0	0	1	0	0	19	0.696909063073012	0.001998001998002	"Genus3423"	"d__Bacteria"	"p__Myxococcota_A"	"c__UBA9160"	"o__UBA9160"	"f__UBA4427"	"g__DUBZ01"	"None"	2.74354217941737e-06
0	1	0	1	0	1	0	0	64	0.524058187756076	0.018981018981019	"Genus3425"	"d__Bacteria"	"p__Nitrospinota"	"c__Nitrospinia"	"o__Nitrospinales"	"f__Nitrospinaceae"	"g__LS-NOB"	"None"	1.100504755121e-06
0	1	0	1	0	1	0	0	64	0.502562591078099	0.031968031968032	"Genus3426"	"d__Bacteria"	"p__Nitrospinota"	"c__UBA9942"	"o__JAHJSF01"	"f__JAHJSF01"	"g__JAHJSF01"	"None"	1.12435192826986e-06
0	1	0	0	0	1	0	0	19	0.614351909131124	0.000999000999000999	"Genus3430"	"d__Bacteria"	"p__Nitrospirota"	"c__Nitrospiria"	"o__Nitrospirales"	"f__Nitrospiraceae"	"g__Nitrospira_F"	"None"	5.09277274584455e-06
0	1	0	0	0	0	0	0	2	0.57150637782646	0.002997002997003	"Genus3432"	"d__Bacteria"	"p__Nitrospirota"	"c__Nitrospiria"	"o__Nitrospirales"	"f__Nitrospiraceae"	"g__Palsa-1315"	"Apricot"	5.33225774744391e-06
0	0	0	0	1	0	0	0	5	0.500885690143504	0.031968031968032	"Genus3437"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Dissulfurispiraceae"	"g__Fen-1308"	"Locust"	1.82898931347217e-05
0	1	0	0	0	0	0	0	2	0.454677042816567	0.015984015984016	"Genus3442"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Dissulfurispiraceae"	"g__JAGUWD01"	"Apricot"	1.85132098122968e-06
0	0	0	1	0	0	0	0	4	0.558018605653755	0.004995004995005	"Genus3443"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Dissulfurispiraceae"	"g__JAJYXI01"	"Filbert"	2.49740346788901e-07
1	1	0	0	0	0	0	0	9	0.501320393275035	0.024975024975025	"Genus3444"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Dissulfurispiraceae"	"g__JAMCVZ01"	"None"	5.60743590221922e-06
0	1	0	1	0	1	0	0	64	0.472988127518651	0.04995004995005	"Genus3445"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Dissulfurispiraceae"	"g__MYbin3"	"None"	1.41055075881904e-06
0	0	0	0	0	1	0	1	35	0.516108456165058	0.010989010989011	"Genus3446"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__DYHD01"	"g__DYHD01"	"None"	4.15298309899092e-05
0	1	0	0	0	1	0	0	19	0.537926581126167	0.00899100899100899	"Genus3448"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__JdFR-88"	"g__JAJYGJ01"	"None"	2.32099577718229e-06
0	0	0	1	1	1	0	0	83	0.545132902027524	0.010989010989011	"Genus3450"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__Magnetobacteriaceae"	"g__JADFXG01"	"None"	9.42224797050659e-07
0	1	0	1	0	1	0	0	64	0.484453215627498	0.037962037962038	"Genus3454"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__SM23-35"	"g__VGWY01"	"None"	1.09552386658114e-06
0	0	0	0	1	0	1	0	32	0.666939859901996	0.001998001998002	"Genus3457"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__Thermodesulfovibrionales"	"f__UBA6898"	"g__Sulfobium"	"None"	3.59247494542286e-05
0	1	0	1	1	0	0	0	63	0.546790008313792	0.00699300699300699	"Genus3459"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__UBA6902"	"f__DSMQ01"	"g__JACQXF01"	"None"	1.94327646746585e-06
0	0	0	0	0	0	1	0	7	0.779486005726838	0.000999000999000999	"Genus3460"	"d__Bacteria"	"p__Nitrospirota"	"c__Thermodesulfovibrionia"	"o__UBA6902"	"f__UBA6902"	"g__Glo-13"	"Seabuckthorn"	1.10815831856926e-06
0	0	0	0	0	1	0	0	6	0.737053624915808	0.000999000999000999	"Genus3462"	"d__Bacteria"	"p__Nitrospirota"	"c__UBA9217"	"o__UBA9217"	"f__UBA9217"	"g__UBA9217"	"Rose"	1.92229870162203e-06
